ALP2 - FIRE - BOQ,,,,,,,,,,,,,
,,,,,,,,1,,,2,,
,,,,,,,, FITTERS ,,, ASIAMOST ,,
ITEM,,DESCRIPTION,,UNIT,QTY, RATE  , AMOUNT  , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK 
02.05.02.03,,100mmÿ  ,,Lot,1,,,, -   ,," 198,780.00 "," 198,780.00 ",
02.05.02.04,,80mmÿ    ,,Lot,1,,,, -   ,, -   , -   ,
02.05.02.05,,65mmÿ    ,,Lot,1,,,," 134,788.00 ",, -   , -   ,
02.05.02.06,,50mmÿ    ,,Lot,1,,,," 62,100.00 ",," 5,700.00 "," 5,700.00 ",
02.05.02.07,,40mmÿ    ,,Lot,1,,,," 93,150.00 ",," 27,980.00 "," 27,980.00 ",
02.05.02.08,,32mmÿ    ,,Lot,1,,,," 124,200.00 ",," 22,280.00 "," 22,280.00 ",
02.05.02.09,,25mmÿ   ,,Lot,1,,,," 31,050.00 ",," 21,210.00 "," 21,210.00 ",
,,,,,,,,,,,,  ,
02.05.02,,AV 22-23 (Warehouse - 3F & 3F Mezz),,,,,,,,,,  ,
02.05.02.01,,250mmÿ  200mm,,Lot,1,,,," 107,640.00 ",," 436,770.00 "," 436,770.00 ",
02.05.02.02,,150mmÿ  ,,Lot,1,,,," 36,195.00 ",,,  ,
02.05.02.03,,100mmÿ  ,,Lot,1,,,, -   ,," 173,670.00 "," 173,670.00 ",
02.05.02.04,,80mmÿ    ,,Lot,1,,,, -   ,, -   , -   ,
02.05.02.05,,65mmÿ    ,,Lot,1,,,," 69,510.00 ",, -   , -   ,
02.05.02.06,,50mmÿ    ,,Lot,1,,,," 32,025.00 ",, -   , -   ,
02.05.02.07,,40mmÿ    ,,Lot,1,,,," 48,038.00 ",, -   , -   ,
02.05.02.08,,32mmÿ    ,,Lot,1,,,," 64,050.00 ",, 370.00 , 370.00 ,
02.05.02.09,,25mmÿ   ,,Lot,1,,,," 16,013.00 ",, 150.00 , 150.00 ,
,,,,,,,,,,,,  ,
02.05.02,,AV 24-31 (ASRS),,,,,,,,,,  ,
02.05.02.01,,250mmÿ  200mm,,Lot,1,,,," 140,063.00 ",," 676,830.00 "," 676,830.00 ",
02.05.02.02,,150mmÿ  ,,Lot,1,,,," 138,748.00 ",, -   , -   ,
02.05.02.03,,100mmÿ  ,,Lot,1,,,, -   ,," 280,380.00 "," 280,380.00 ",
02.05.02.04,,80mmÿ    ,,Lot,1,,,," 187,652.00 ",, -   , -   ,
02.05.02.05,,65mmÿ    ,,Lot,1,,,, -   ,, -   , -   ,
02.05.02.06,,50mmÿ    ,,Lot,1,,,, -   ,, -   , -   ,
02.05.02.07,,40mmÿ    ,,Lot,1,,,, -   ,, -   , -   ,
02.05.02.08,,32mmÿ    ,,Lot,1,,,," 51,230.00 ",, -   , -   ,
02.05.02.09,,25mmÿ   ,,Lot,1,,,, -   ,, -   , -   ,
,,,,,,,,,,,,  ,
,,PRE-ACTION SYSTEM,,,,,,,,,,  ,
,,"TO SUPPLY & INSTALL GI Class 'B' Pipes between the specified location below c/w fittings, malleable iron fittings, FM approved and UL listed grooved mechanical coupling, brackets, automatic air release valves, supports, L angle, anchor iron, anchor bar, pipe painting, pipe marking and any other necessary accessories.",,,,,,,,,,  ,
,,150mmÿ  ,,Lot,1,,,," 1,408,207.00 ",, -   , -   ,
,,100mmÿ  ,,Lot,1,,,, -   ,, -   , -   ,
,,80mmÿ    ,,Lot,1,,,," 4,321,673.00 ",, -   , -   ,
,,65mmÿ    ,,Lot,1,,,, -   ,, -   , -   ,
,,50mmÿ    ,,Lot,1,,,," 11,438.00 ",, -   , -   ,
,,40mmÿ    ,,Lot,1,,,," 22,875.00 ",, -   , -   ,
,,32mmÿ    ,,Lot,1,,,," 45,750.00 ",, -   , -   ,
,,25mmÿ   ,,Lot,1,,,," 34,313.00 ",, -   , -   ,
,,,,,,,,,,,,  ,
,,,,,,,,,,,,  ,
,,,,,,,,,,,,  ,
,,,,,,,,,,,,  ,
,,,,,,,,,,,,  ,
